survey_start_datetime,survey_end_datetime,clinic_name,location,number_of_beds,number_of_healthcare_staff,medical_specialties,has_informatic_management_system,software_type_used,administrative_tasks_free_text,time_consuming_appointments,time_consuming_patient_records,time_consuming_billing_payment,time_consuming_inventory_orders,time_consuming_other_flag,time_consuming_other_details,main_challenges_patient_records_free_text,challenge_data_centralization,challenge_accessing_info,challenge_data_entry_errors,challenge_other_patient_records_flag,autres.1,uses_digital_tools_for_appointments,processes_to_automate_free_text,want_automation_appointments,want_automation_patient_records,want_automation_billing,want_automation_data_analysis,want_automation_inventory,want_automation_other_flag,autres.2,current_digital_channels_free_text,uses_website,uses_social_media,uses_newsletters,uses_other_channel_flag,autres.3,Site web,autre,RESEAUX SOCIAUX,autre.1,NEWSLETTERS,autre.2,SITE WEB,content_website_health_tips,content_website_prof_articles,content_website_deep_dive,content_website_patient_info,content_website_services_reviews,content_website_other_flag,autre.3,RESEAUX SOCIAUX.1,content_social_health_tips,content_social_prof_articles,content_social_deep_dive,content_social_patient_info,content_social_services_reviews,content_social_other_flag,autre.4,NEWSLETTERS.1,content_newsletter_health_tips,content_newsletter_prof_articles,content_newsletter_deep_dive,content_newsletter_patient_info,content_newsletter_services_reviews,content_newsletter_other_flag,autre.5,has_formal_digital_strategy,digital_strategy_outline,wants_help_with_strategy,has_dedicated_digital_budget,digital_communication_goals_free_text,goal_brand_awareness,goal_patient_acquisition,goal_patient_retention,goal_other_comm_flag,autre.6,digital_metrics_used,specific_online_expectations,has_dedicated_digital_team,missing_internal_digital_skills,difficulty_producing_content,main_digital_comm_difficulties,faced_compliance_issues,limited_by_time_or_staff,perceived_impact_digital_comm,level_staff_involved_digital_comm,patient_feedback_received,how_monitor_digital_practices,strategy_digital_innovation,adaptation_to_patient_online_expec,considered_IA_solutions,expected_IA_benefits_free_text,expect_IA_admin_efficiency,expect_IA_accuracy_improvement,expect_IA_resource_optimization,expect_IA_better_patient_experience,expect_IA_other_benefit_flag,autre.7,main_IA_adoption_barriers_free_text,barrier_IA_cost,barrier_IA_lack_of_skills,barrier_IA_security_privacy,barrier_IA_resistance_change,barrier_IA_other_flag,autre.8,interested_in_IA_demo_pilot,desired_IA_support_free_text,support_IA_training,support_IA_tech_assistance,support_IA_digital_consulting,support_IA_other_flag,autre.9,specific_IA_suggestions_expectations,thank_you_note,record_id,record_uuid,submission_time,validation_status,notes,status,submitted_by,form_version,tags,row_index,survey_duration_seconds,submission_year,submission_month,submission_day_of_week
2025-10-09 10:57:09.156,2025-10-14 20:40:47.482,Groupe Médical Hanniel,Daloa,30.0,84.0,"Imagerie,gynécologie,pédiatrie, chirurgie,cardiologie,médecine générale",Oui,Solution clinique,gestion des dossiers patients,0,1,0,0,0,,autres,0,0,0,1,Recherche des dossiers archivés,"Non, gestion manuelle",Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent facturation et suivi des paiements analyse des données médicales pour aide à la décision gestion des stocks et commandes,1,1,1,1,1,0,,site web réseaux sociaux,1,1,0,0,,3 à 5 fois,,3 à 5 fois,,,,"conseil santé prévention, actualités cliniques  info patients, nouveautés, promotions services, avis patients",1,0,0,1,1,0,,"conseils santé prévention, actualités cliniques info patients, nouveautés, promotions service , avis patients",1,0,0,1,1,0,,,,,,,,,,oui,"Publicité, nouveaux équipements,rappel",,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,,Oui,Non,"Agent de marketing,web master",Oui,"Personnel qualifié,logiciel dédié",Non,Oui,Positif,Peu,Non évalué,,,Difficilement,oui,gain de temps et réduction des tâches administratives optimisation de la gestion des ressources,1,0,1,0,0,,coût d'implémentation manque de compétences internes,1,1,0,0,0,,oui,Formation du personnel assistance technique et support conseil en transformation digitale,1,1,1,0,,,,582485276,9fc57a38-f817-46d3-90e9-231dc18446bf,2025-10-14 20:40:48,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,13,467018.326,2025,10,1
2025-10-15 21:14:31.318,2025-10-15 21:27:02.808,CLINIQUE MÉDICALE NOTRE DAME DE FATIMA,ABOBO CENTRE,15.0,15.0,GÉNÉRALE ET SPÉCIALISÉE,Oui,ACCES MÉDICAL,prise de rendez-vous gestion des dossiers patients facturation et paiement gestion des stocks et commandes autres,1,1,1,1,1,Relance des patients,autres,0,0,0,1,Recherche des dossiers physique et leur rangement,"Non, gestion manuelle",Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent facturation et suivi des paiements analyse des données médicales pour aide à la décision gestion des stocks et commandes,1,1,1,1,1,0,,site web réseaux sociaux,1,1,0,0,,3 à 5 fois,,1 à 2 fois,,,,"conseil santé prévention, actualités cliniques  articles professionnels, innovations médicales articles approfondis, dossiers santé",1,1,1,0,0,0,,"conseils santé prévention, actualités cliniques",1,0,0,0,0,0,,,,,,,,,,"Non, pas encore",,,non,acquisition de la patientèle fidélisation de la patientèle autre,0,1,1,1,Amélioration de la visibilité,Le nombre de passage des potentiels patients,,Non,Une équipe,,,Non,De personnel,Pas encore de présence en ligne,,,,,,non,gain de temps et réduction des tâches administratives amélioration de la précision et réduction des erreurs optimisation de la gestion des ressources meilleure expérience patient,1,1,1,1,0,,coût d'implémentation autre,1,0,0,0,1,Formation adaptée,oui,Formation du personnel assistance technique et support,1,1,0,0,,,,583377558,bc57a791-9ce3-483f-b7d6-02aaf7a26625,2025-10-15 21:27:08,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,14,751.49,2025,10,2
2025-10-14 20:40:47.509,2025-10-23 18:47:00.413,Clinique médicale Grâce Divine,Daloa entre la pharmacie du grand marché et le grand marché,16.0,20.0,"Gynécologie, chirurgie,ophtalmologie",Oui,MEDISOFT,prise de rendez-vous gestion des dossiers patients facturation et paiement gestion des stocks et commandes,1,1,1,1,0,,autres,0,0,0,1,,"Non, gestion manuelle",Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent facturation et suivi des paiements analyse des données médicales pour aide à la décision gestion des stocks et commandes,1,1,1,1,1,0,,site web,1,0,0,0,,2 à 3 fois,,autre,,autre,,"articles professionnels, innovations médicales",0,1,0,0,0,0,,autre,0,0,0,0,0,1,,autre,0,0,0,0,0,1,,oui,Information,,oui,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,Le retour des patients,Avoir plusieurs visibilité en ligne,Non,Manque de personnel,Oui pas de communication digitale,,Non,,,,,Pas d’organisation de veille,,,non,gain de temps et réduction des tâches administratives amélioration de la précision et réduction des erreurs optimisation de la gestion des ressources meilleure expérience patient,1,1,1,1,0,,coût d'implémentation,1,0,0,0,0,,oui,Formation du personnel assistance technique et support conseil en transformation digitale,1,1,1,0,,,,589464344,5aad5c48-a82a-4814-8536-c61c883f88c5,2025-10-23 18:47:01,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,15,770772.904,2025,10,3
2025-10-23 21:08:45.678,2025-10-23 21:37:25.438,AIBEF,Bouake,,6.0,SANTÉ DE LA REPRODUCTION,Oui,,gestion des dossiers patients facturation et paiement gestion des stocks et commandes,0,1,1,1,0,,manque de centralisation des données,1,0,0,0,,"Non, gestion manuelle",Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent facturation et suivi des paiements analyse des données médicales pour aide à la décision gestion des stocks et commandes,1,1,1,1,1,0,,réseaux sociaux,0,1,0,0,,,,2 à 3 fois,,,,"info patients, nouveautés, promotions",0,0,0,1,0,0,,"info patients, nouveautés, promotions",0,0,0,1,0,0,,,,,,,,,,"Non, pas encore",,oui,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,R.A.S,Oui,NON,CONCEPTION DE MAQUETTE PUBLICITAIRES,Oui,MANQUE DE COMMUNICATION DIGITALES,NON,Oui,PAS DE COMMUNICATION DIGITALES POUR LE MOMENT,TOUS ENGAGÉ,POSITIVE,,TÉLÉCONSULTATION,R.A.S,oui,gain de temps et réduction des tâches administratives amélioration de la précision et réduction des erreurs meilleure expérience patient,1,1,0,1,0,,coût d'implémentation manque de compétences internes,1,1,0,0,0,,oui,Formation du personnel assistance technique et support conseil en transformation digitale,1,1,1,0,,Oui,,589554190,2d18f904-01e7-471d-865a-e94ac9672a7b,2025-10-23 21:37:26,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,16,1719.76,2025,10,3
2025-10-23 21:37:25.530,2025-10-23 21:51:07.917,CLINIQUE CMENA,BOUAKÉ,25.0,15.0,16,Non,,prise de rendez-vous gestion des dossiers patients facturation et paiement gestion des stocks et commandes,1,1,1,1,0,,manque de centralisation des données risque d'erreurs dans la saisie des données,1,0,1,0,,"Non, gestion manuelle",gestion des dossiers médicaux et archivage intelligent analyse des données médicales pour aide à la décision gestion des stocks et commandes,0,1,0,1,1,0,,site web réseaux sociaux,1,1,0,0,,autre,,2 à 3 fois,,autre,,"conseil santé prévention, actualités cliniques  info patients, nouveautés, promotions",1,0,0,1,0,0,,"conseils santé prévention, actualités cliniques info patients, nouveautés, promotions",1,0,0,1,0,0,,,,,,,,,,"Non, pas encore",,oui,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,,,NON,MANQUE DE FORMATION ADÉQUATES,OUI,MANQUE DE COMMUNICATION DIGITALES,NON,NON,,,,,,,non,gain de temps et réduction des tâches administratives optimisation de la gestion des ressources meilleure expérience patient,1,0,1,1,0,,coût d'implémentation sécurité et confidentialité de données,1,0,1,0,0,,"peut-être, selon les conditions",Formation du personnel conseil en transformation digitale,1,0,1,0,,,,589559861,d6924fbd-5c84-4e43-a19f-52df951a84ba,2025-10-23 21:51:08,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,17,822.387,2025,10,3
2025-10-23 21:51:07.949,2025-10-24 08:53:15.683,CLINIQUE MÉDICALE,BOUAKÉ,15.0,21.0,11,Non,,gestion des dossiers patients facturation et paiement gestion des stocks et commandes,0,1,1,1,0,,difficultés d'accès aux informations,0,1,0,0,,"Non, gestion manuelle",gestion des dossiers médicaux et archivage intelligent facturation et suivi des paiements gestion des stocks et commandes,0,1,1,0,1,0,,réseaux sociaux,0,1,0,0,,,,2 à 3 fois,,,,"conseil santé prévention, actualités cliniques  info patients, nouveautés, promotions",1,0,0,1,0,0,,"conseils santé prévention, actualités cliniques articles professionnels, innovation médicales",1,1,0,0,0,0,,,,,,,,,,"Non, pas encore",,oui,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,,,NON,MANQUE DES SOLUTIONS ADAPTÉES,OUI,MANQUE DE FORMATION,NON,OUI MANQUE DE PERSONNEL QUALIFIÉ,,,,,CHATBOT,,oui,gain de temps et réduction des tâches administratives amélioration de la précision et réduction des erreurs optimisation de la gestion des ressources meilleure expérience patient,1,1,1,1,0,,sécurité et confidentialité de données,0,0,1,0,0,,oui,Formation du personnel assistance technique et support conseil en transformation digitale,1,1,1,0,,UN ESSAI PILOTE D'UNE SOLUTION IA,,589830932,02a64420-da71-46d7-9490-2d3aeb26dd37,2025-10-24 08:53:17,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,18,39727.734,2025,10,4
2025-10-24 08:53:15.753,2025-10-24 09:09:24.171,CLINIQUE STE BERNADETTE,BOUAKÉ ( BELLE VILLE 2),10.0,9.0,7,Oui,LOGICIEL DE FACTURATION,prise de rendez-vous gestion des dossiers patients facturation et paiement,1,1,1,0,0,,manque de centralisation des données difficultés d'accès aux informations,1,1,0,0,,"Non, gestion manuelle",Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent facturation et suivi des paiements analyse des données médicales pour aide à la décision gestion des stocks et commandes,1,1,1,1,1,0,,réseaux sociaux,0,1,0,0,,,,1 à 2 fois,,,,,,,,,,,,"conseils santé prévention, actualités cliniques",1,0,0,0,0,0,,,,,,,,,,"Non, pas encore",,oui,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,FRÉQUENTATION DU CENTRE,-AMÉLIORATION DE LA COMMUNICATION,NON,MANQUE DE PERSONNES QUALIFIÉ,OUI,MANQUE DE PERSONNES QUALIFIÉ,NON,OUI,,,,,CAMPAGNES CIBLÉES,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives optimisation de la gestion des ressources meilleure expérience patient,1,0,1,1,0,,coût d'implémentation manque de compétences internes,1,1,0,0,0,,oui,Formation du personnel assistance technique et support conseil en transformation digitale,1,1,1,0,,FORMATION DU PERSONNEL DE LA CLINIQUE,,589843279,b39d10a9-e6c3-4225-a5f7-dc08c8f2ff3e,2025-10-24 09:09:25,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,19,968.418,2025,10,4
2025-10-25 14:51:29.033,2025-10-25 14:57:30.179,Maltimere,Abobo,7.0,13.0,Générale et Spécialité,Oui,,prise de rendez-vous gestion des dossiers patients,1,1,0,0,0,,risque d'erreurs dans la saisie des données,0,0,1,0,,Partiellement (mixte entre papier et numérique),Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent,1,1,0,0,0,0,,réseaux sociaux,0,1,0,0,,2 à 3 fois,,,,,,,,,,,,,,"conseils santé prévention, actualités cliniques",1,0,0,0,0,0,,,,,,,,,,"Non, pas encore",,,,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,Nombre de visiteurs,Augmenter nos visites,Non,,,,Non,,,,,,,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives optimisation de la gestion des ressources,1,0,1,0,0,,coût d'implémentation manque de compétences internes,1,1,0,0,0,,"peut-être, selon les conditions",Formation du personnel assistance technique et support,1,1,0,0,,,,590781797,d3e81a60-c6e8-4aec-8002-72f2a798d859,2025-10-25 14:57:35,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,20,361.146,2025,10,5
2025-10-25 14:57:30.547,2025-10-25 15:01:05.824,Clinique Saint Christophe,Koumassi,10.0,7.0,Générale,Oui,Logiciel de bureau,prise de rendez-vous gestion des dossiers patients,1,1,0,0,0,,manque de centralisation des données,1,0,0,0,,Partiellement (mixte entre papier et numérique),Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent,1,1,0,0,0,0,,réseaux sociaux,0,1,0,0,,2 à 3 fois,,,,,,,,,,,,,,"conseils santé prévention, actualités cliniques",1,0,0,0,0,0,,,,,,,,,,"Non, pas encore",,,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,,,,,,,,,,,,,,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives optimisation de la gestion des ressources,1,0,1,0,0,,coût d'implémentation manque de compétences internes,1,1,0,0,0,,"peut-être, selon les conditions",Formation du personnel assistance technique et support,1,1,0,0,,,,590784118,746ec712-6d4c-4562-b6d1-c627c228ca4d,2025-10-25 15:01:10,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,21,215.277,2025,10,5
2025-10-25 15:01:06.131,2025-10-25 15:08:47.911,Clinique Soraya,Koumassi,15.0,30.0,Générale,Oui,,prise de rendez-vous gestion des dossiers patients,1,1,0,0,0,,manque de centralisation des données,1,0,0,0,,Partiellement (mixte entre papier et numérique),Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent,1,1,0,0,0,0,,réseaux sociaux,0,1,0,0,,,,2 à 3 fois,,,,,,,,,,,,"conseils santé prévention, actualités cliniques info patients, nouveautés, promotions",1,0,0,1,0,0,,,,,,,,,,"Non, pas encore",,,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,Le nombre de visites,,,,,,Non,,Positif,90%,Retour favorable,,,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives optimisation de la gestion des ressources,1,0,1,0,0,,coût d'implémentation sécurité et confidentialité de données,1,0,1,0,0,,"peut-être, selon les conditions",Formation du personnel,1,0,0,0,,,,590789431,04834e05-a889-4592-adf9-77e8c753a4ee,2025-10-25 15:08:54,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,22,461.78,2025,10,5
2025-10-24 09:09:24.236,2025-10-27 10:21:47.111,CLINIQUE GRÂCE DIVINE,BOUAKE,12.0,9.0,7,Non,,gestion des dossiers patients facturation et paiement gestion des stocks et commandes,0,1,1,1,0,,manque de centralisation des données difficultés d'accès aux informations,1,1,0,0,,"Non, gestion manuelle",gestion des dossiers médicaux et archivage intelligent facturation et suivi des paiements gestion des stocks et commandes,0,1,1,0,1,0,,réseaux sociaux,0,1,0,0,,,,2 à 3 fois,,,,,,,,,,,,"conseils santé prévention, actualités cliniques articles professionnels, innovation médicales info patients, nouveautés, promotions",1,1,0,1,0,0,,,,,,,,,,"Non, pas encore",,oui,non,acquisition de la patientèle fidélisation de la patientèle,0,1,1,0,,,OUI,NON,MANQUE DE PERSONNELS QUALIFIÉ,OUI,MANQUE DE FORMATION,NON,NON,,,,,CHATBOT,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives optimisation de la gestion des ressources meilleure expérience patient,1,0,1,1,0,,coût d'implémentation manque de compétences internes sécurité et confidentialité de données,1,1,1,0,0,,oui,Formation du personnel assistance technique et support conseil en transformation digitale,1,1,1,0,,BESOIN DE FORMATION,,591709321,d14f22d6-8cfe-4d00-b0c6-0a38d6bf060d,2025-10-27 10:21:48,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,23,263542.875,2025,10,0
2025-10-25 15:08:48.322,2025-10-28 23:49:39.159,Clinique médicale st Michel,Port bouet,20.0,13.0,Générale,Oui,Gesmedic,prise de rendez-vous gestion des dossiers patients facturation et paiement,1,1,1,0,0,,risque d'erreurs dans la saisie des données,0,0,1,0,,Partiellement (mixte entre papier et numérique),Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent analyse des données médicales pour aide à la décision,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non, pas encore",,,non,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,,,,Une équipe,,,,,,,,,,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives optimisation de la gestion des ressources,1,0,1,0,0,,coût d'implémentation,1,0,0,0,0,,"peut-être, selon les conditions",Formation du personnel,1,0,0,0,,,,593111178,670f6e68-4c6f-459d-a5c0-6810f11c7c18,2025-10-28 23:49:44,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,24,290450.837,2025,10,1
2025-10-28 23:49:39.513,2025-10-28 23:53:49.940,Clinique médicale de l'union,Port bouet,80.0,50.0,Générale,Oui,Medesync,prise de rendez-vous gestion des dossiers patients facturation et paiement,1,1,1,0,0,,manque de centralisation des données,1,0,0,0,,Partiellement (mixte entre papier et numérique),Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non, pas encore",,,non,acquisition de la patientèle,0,1,0,0,,,,Non,,,,,,,,,,,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives,1,0,0,0,0,,coût d'implémentation,1,0,0,0,0,,"peut-être, selon les conditions",assistance technique et support conseil en transformation digitale,0,1,1,0,,,,593112256,d1266743-4183-48e0-b51d-5cb3b3d8a7ae,2025-10-28 23:53:55,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,25,250.427,2025,10,1
2025-10-28 23:53:50.273,2025-10-29 00:00:20.512,Clinique Malon,Port bouet,45.0,24.0,Générale et Spécialité,Oui,Solumed,prise de rendez-vous,1,0,0,0,0,,,,,,,,Partiellement (mixte entre papier et numérique),Prise de rendez-vous et appels automatiques gestion des dossiers médicaux et archivage intelligent,1,1,0,0,0,0,,réseaux sociaux,0,1,0,0,,,,1 à 2 fois,,,,,,,,,,,,"conseils santé prévention, actualités cliniques autre",1,0,0,0,0,1,Événements spéciaux,,,,,,,,,oui,,,,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle,1,1,1,0,,Taux de fréquentation,,Une équipe,,,,Non,,,,,,,,"pas encore, mais intéressé",gain de temps et réduction des tâches administratives amélioration de la précision et réduction des erreurs optimisation de la gestion des ressources,1,1,1,0,0,,coût d'implémentation manque de compétences internes sécurité et confidentialité de données,1,1,1,0,0,,"peut-être, selon les conditions",Formation du personnel,1,0,0,0,,,,593113313,c35907fe-73ba-403a-b9a4-b774832aeb12,2025-10-29 00:00:28,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,26,390.239,2025,10,2
2025-10-30 21:40:31.980,2025-10-30 21:42:07.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594813610,e79a0026-95f6-4106-874b-992251e2baca,2025-10-30 21:42:09,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,27,95.894,2025,10,3
2025-10-30 21:42:07.966,2025-10-30 21:59:55.952,POLYCLINIQUE KENNEDY,BOUAKÉ,35.0,40.0,"MÉDECINE GÉNÉRAL, PLUSIEURS SPÉCIALITÉ",Oui,ERP CLINICAA,gestion des dossiers patients facturation et paiement,0,1,1,0,0,,risque d'erreurs dans la saisie des données,0,0,1,0,,"Non, gestion manuelle",Prise de rendez-vous et appels automatiques analyse des données médicales pour aide à la décision,1,0,0,1,0,0,,réseaux sociaux,0,1,0,0,,3 à 5 fois,,3 à 5 fois,,,,,,,,,,,,"conseils santé prévention, actualités cliniques articles professionnels, innovation médicales articles approfondis, dossiers santé info patients, nouveautés, promotions service , avis patients",1,1,1,1,1,0,,,,,,,,,,oui,,,oui,amélioration de la notoriété acquisition de la patientèle fidélisation de la patientèle autre,1,1,1,1,CRÉATION D'UNE COMMUNAUTÉ,RAPPORT ET STATISTIQUE DIGITAL,,OUI,COMMUNITY MANAGER EN INTERNE,NON,VITESSE D'EXÉCUTION,NON,NON,IMPORTANT,DÉPARTEMENT MARKETING UNIQUEMENT,POSITIF,PRESTATAIRE,CAMPAGNES CIBLÉES,EN FONCTION DES CAS,oui,gain de temps et réduction des tâches administratives optimisation de la gestion des ressources,1,0,1,0,0,,sécurité et confidentialité de données résistance au changement,0,0,1,1,0,,oui,Formation du personnel assistance technique et support,1,1,0,0,,,,594819712,a4c6ed73-84dd-415a-9ba7-57fc520fc98f,2025-10-30 21:59:57,,,submitted_via_web,,vu6KJfiUUztQs8QxdMb6Qc,,28,1067.986,2025,10,3
